thisRow.t,notes,temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,feedback_condition,scale_factor,frameRate,
,,1.2,5,0.47649478912353516,001,1,f,No Feedback,2025-09-29_16h04.14.683,DMN_BallTask,2,1,150,2,1.2,15min,10,60.002632256587795,
