temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,randomization,run,anchor,feedback_on,feedback_condition,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
1.2,5,0.49933929997496307,201,001,5,ddd,Feedback,30min,2025_Oct_27_1613,DMN_BallTask,2,1,150,2,1.2,7.5,60.06980110191602,
