temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,randomization,run,anchor,feedback_on,feedback_condition,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
1.2,5,0.8737225999939255,201,001,3,ff,Feedback,30min,2025_Oct_27_1604,DMN_BallTask,2,1,150,2,1.2,10,60.40135492760421,
