temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,randomization,run,anchor,feedback_on,feedback_condition,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
1.2,5,2.5652998000150546,201,001,3,ff,No Feedback,30min,2025_Oct_27_1621,DMN_BallTask,2,1,150,2,1.2,5.625,59.149687746902764,
