temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,randomization,run,anchor,feedback_on,feedback_condition,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
1.2,5,0.5426421000156552,201,001,1,fff,Feedback,30min,2025_Oct_27_1557,DMN_BallTask,2,1,150,2,1.2,10,60.41602473506872,
