temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,randomization,run,anchor,feedback_on,feedback_condition,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,scale_factor,frameRate,
1.2,5,1.1083347999956459,201,001,1,toes,No Feedback,15min,2025_Oct_27_1553,DMN_BallTask,2,1,150,2,1.2,10,59.974079201088806,
