ball_color_b,ball_color_g,ball_color_r,ball_radius,ball_x,ball_y,roi1_color_b,roi1_color_g,roi1_color_r,roi1_lineColor_b,roi1_lineColor_g,roi1_lineColor_r,roi1_radius,roi1_x,roi1_y,roi2_color_b,roi2_color_g,roi2_color_r,roi2_lineColor_b,roi2_lineColor_g,roi2_lineColor_r,roi2_radius,roi2_x,roi2_y,time
1,1,1,0.03,0.0,-0.0014389870601070655,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,31.683928900049068
1,1,1,0.03,0.0,-0.0021584805901605983,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,31.70080540003255
1,1,1,0.03,0.0,-0.002877974120214131,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,31.717447200033348
1,1,1,0.03,0.0,-0.0035974676502676635,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,31.735355800017715
1,1,1,0.03,0.0,-0.004316961180321197,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,31.75173120002728
1,1,1,0.03,0.0,-0.00503645471037473,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,31.768408000003546
1,1,1,0.03,0.0,-0.005755948240428263,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,31.79538850003155
1,1,1,0.03,0.0,-0.006475441770481796,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,31.820323100022506
1,1,1,0.03,0.0,-0.007194935300535329,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,31.836092400015332
1,1,1,0.03,0.0,-0.007914428830588861,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,31.85241870000027
1,1,1,0.03,0.0,-0.008633922360642393,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,31.868912900041323
1,1,1,0.03,0.0,-0.009353415890695925,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,31.88553300005151
1,1,1,0.03,0.0,-0.010072909420749458,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,31.901091900013853
1,1,1,0.03,0.0,-0.01079240295080299,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,31.91730810003355
1,1,1,0.03,0.0,-0.011511896480856522,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,31.933773700031452
1,1,1,0.03,0.0,-0.012231390010910054,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,31.95296620001318
1,1,1,0.03,0.0,-0.012950883540963586,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,31.967926800018176
1,1,1,0.03,0.0,-0.013670377071017118,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,31.984217800025363
1,1,1,0.03,0.0,-0.01438987060107065,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.00166609999724
1,1,1,0.03,0.0,-0.015109364131124183,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.019189100014046
1,1,1,0.03,0.0,-0.015828857661177715,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.03577200003201
1,1,1,0.03,0.0,-0.01654835119123125,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.05286120000528
1,1,1,0.03,0.0,-0.017267844721284783,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.06968490005238
1,1,1,0.03,0.0,-0.017987338251338317,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.084769100009
1,1,1,0.03,0.0,-0.01870683178139185,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.10047750000376
1,1,1,0.03,0.0,-0.019426325311445385,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.11733750003623
1,1,1,0.03,0.0,-0.02014581884149892,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.13409230002435
1,1,1,0.03,0.0,-0.020865312371552452,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.151260300015565
1,1,1,0.03,0.0,-0.021584805901605986,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.16928160004318
1,1,1,0.03,0.0,-0.02230429943165952,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.183788100024685
1,1,1,0.03,0.0,-0.023023792961713054,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.20303120004246
1,1,1,0.03,0.0,-0.023743286491766588,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.21911700000055
1,1,1,0.03,0.0,-0.024462780021820122,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.23553040000843
1,1,1,0.03,0.0,-0.025182273551873656,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.251806600019336
1,1,1,0.03,0.0,-0.02590176708192719,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.269665800035
1,1,1,0.03,0.0,-0.026621260611980724,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.286763500014786
1,1,1,0.03,0.0,-0.027340754142034258,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.30298420001054
1,1,1,0.03,0.0,-0.02806024767208779,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.31923090002965
1,1,1,0.03,0.0,-0.028779741202141326,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.33628580003278
1,1,1,0.03,0.0,-0.02949923473219486,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.35247460001847
1,1,1,0.03,0.0,-0.030218728262248393,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.367896800045855
1,1,1,0.03,0.0,-0.030938221792301927,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.385102300031576
1,1,1,0.03,0.0,-0.03165771532235546,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.40101460000733
1,1,1,0.03,0.0,-0.03237720885240899,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.417808900005184
1,1,1,0.03,0.0,-0.03309670238246252,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.434455000038724
1,1,1,0.03,0.0,-0.03381619591251605,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.450890900043305
1,1,1,0.03,0.0,-0.03453568944256958,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.468280100030825
1,1,1,0.03,0.0,-0.03525518297262311,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.486164000001736
1,1,1,0.03,0.0,-0.03597467650267664,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.501478200021666
1,1,1,0.03,0.0,-0.03669417003273017,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.51984680001624
1,1,1,0.03,0.0,-0.0374136635627837,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.53627010004129
1,1,1,0.03,0.0,-0.03813315709283723,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.55297720001545
1,1,1,0.03,0.0,-0.03885265062289076,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.56999430002179
1,1,1,0.03,0.0,-0.03957214415294429,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.58643890003441
1,1,1,0.03,0.0,-0.04029163768299782,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.60369499999797
1,1,1,0.03,0.0,-0.041011131213051354,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.620060400047805
1,1,1,0.03,0.0,-0.041730624743104884,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.63595750002423
1,1,1,0.03,0.0,-0.042450118273158415,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.651655499998014
1,1,1,0.03,0.0,-0.043169611803211945,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.67043570004171
1,1,1,0.03,0.0,-0.043889105333265475,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.68575480004074
1,1,1,0.03,0.0,-0.044608598863319006,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.70166070002597
1,1,1,0.03,0.0,-0.045328092393372536,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.71918340004049
1,1,1,0.03,0.0,-0.04604758592342607,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.735151900036726
1,1,1,0.03,0.0,-0.0467670794534796,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.75210820004577
1,1,1,0.03,0.0,-0.04748657298353313,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.76899680000497
1,1,1,0.03,0.0,-0.04820606651358666,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.78547740000067
1,1,1,0.03,0.0,-0.04892556004364019,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.80248970002867
1,1,1,0.03,0.0,-0.04964505357369372,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.818664100021124
1,1,1,0.03,0.0,-0.05036454710374725,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.835764900024515
1,1,1,0.03,0.0,-0.05108404063380078,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.852810900018085
1,1,1,0.03,0.0,-0.05108404063380078,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.873857800033875
1,1,1,0.03,0.0,-0.05108404063380078,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.88545200001681
1,1,1,0.03,0.0,-0.05108404063380078,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.90206190000754
1,1,1,0.03,0.0,-0.05108404063380078,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.92087050003465
1,1,1,0.03,0.0,-0.05108404063380078,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.93636500003049
1,1,1,0.03,0.0,-0.05108404063380078,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.952797000005376
1,1,1,0.03,0.0,-0.05108404063380078,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.96966570004588
1,1,1,0.03,0.0,-0.05108404063380078,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,32.99664260004647
1,1,1,0.03,0.0,-0.05108404063380078,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,33.02093120000791
1,1,1,0.03,0.0,-0.05108404063380078,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,33.03714339999715
1,1,1,0.03,0.0,-0.05108404063380078,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,33.05389770003967
1,1,1,0.03,0.0,-0.05108404063380078,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,33.06901030003792
1,1,1,0.03,0.0,-0.05108404063380078,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,33.087315600016154
1,1,1,0.03,0.0,-0.05108404063380078,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,33.103166500048246
1,1,1,0.03,0.0,-0.05108404063380078,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,33.11949450004613
1,1,1,0.03,0.0,-0.05108404063380078,-1,-1,-1,-1.0,1.0,1.0,0.15,0.0,0.3333333333333333,-1,-1,-1,0.803921568627451,0.694117647058824,0.356862745098039,0.15,0.0,-0.3333333333333333,33.13768980000168
