thisRow.t,notes,temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,feedback_condition,scale_factor,frameRate,
,,1.2,5,2.0748592000018107,001,1,111,No Feedback,2025-10-18_11h35.38.576,DMN_BallTask,2,1,150,2,1.2,15min,10,59.74911347323404,
