thisRow.t,notes,temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,feedback_condition,scale_factor,frameRate,
,,1.2,5,3.3326860000088345,001,5,dd,Feedback,2025-10-18_13h19.41.398,DMN_BallTask,2,1,150,2,1.2,15min,7.5,60.62597532466168,
