thisRow.t,notes,temporal_resolution,key_resp_3.keys,key_resp_3.rt,participant,run,anchor,feedback_on,date,expName,No_of_ROIs,Level_1_2_3,Run_Time,pda_outlier_threshold,tr,feedback_condition,scale_factor,frameRate,
,,1.2,5,1.109600199997658,001,4,DD,Feedback,2025-10-18_12h57.20.093,DMN_BallTask,2,1,150,2,1.2,15min,7.5,59.89107012017288,
