id,run,feedback_on,question_text,response,rt
001,1,No Feedback,How often were you using the Mindful Describing practice?,5,
001,1,No Feedback,How often did you check the position of the ball?,6,
001,1,No Feedback,How difficult was it to apply Mindful Describing?,6,
001,1,No Feedback,How calm do you feel right now?,7,
