volume,scale_factor,time,time_plus_1.2,cen,dmn,stage,cen_cumulative_hits,dmn_cumulative_hits,pda_outlier,ball_y_position,top_circle_y_position,bottom_circle_y_position
0,10,0.0032358169555664062,1.2032405853271484,0.0,0.0,baseline,0,0,nan,nan,nan,nan
1,10,0.018047332763671875,1.2180537700653076,0.0,0.0,baseline,0,0,nan,nan,nan,nan
2,10,0.9679279327392578,2.1679336547851564,0.0,0.0,baseline,0,0,nan,nan,nan,nan
3,10,2.1677160263061523,3.367717456817627,0.0,0.0,baseline,0,0,nan,nan,nan,nan
4,10,3.3674771785736084,4.567478370666504,0.0,0.0,baseline,0,0,nan,nan,nan,nan
5,10,4.551817893981934,5.751820755004883,0.0,0.0,baseline,0,0,nan,nan,nan,nan
6,10,5.783746004104614,6.98374981880188,0.0,0.0,baseline,0,0,nan,nan,nan,nan
7,10,6.9684367179870605,8.168437910079955,0.0,0.0,baseline,0,0,nan,nan,nan,nan
8,10,8.184288501739502,9.38429136276245,-0.042616,-0.062974,baseline,0,0,nan,nan,nan,nan
9,10,9.400366306304932,10.600367498397826,0.043887,0.007507,baseline,0,0,nan,nan,nan,nan
10,10,10.60061264038086,11.800614070892333,-0.158219,-0.091345,baseline,0,0,nan,nan,nan,nan
11,10,11.817224264144897,13.017227602005004,-0.006701,-0.071976,baseline,0,0,nan,nan,nan,nan
12,10,12.999979972839355,14.199980926513671,-0.046614,0.013801,baseline,0,0,nan,nan,nan,nan
13,10,14.200886249542236,15.400889110565185,0.120114,0.024676,baseline,0,0,nan,nan,nan,nan
14,10,15.43410038948059,16.634103965759277,0.223642,0.020888,baseline,0,0,nan,nan,nan,nan
15,10,16.633915185928345,17.833917331695556,0.179091,-0.002931,baseline,0,0,nan,nan,nan,nan
16,10,17.85075879096985,19.050761651992797,0.068663,-0.126682,baseline,0,0,nan,nan,nan,nan
17,10,19.034043312072754,20.234045934677123,0.07033,-0.154887,baseline,0,0,nan,nan,nan,nan
18,10,20.251927375793457,21.451929998397826,0.190427,-0.074888,baseline,0,0,nan,nan,nan,nan
19,10,21.450818300247192,22.650819969177245,0.057199,-0.15557,baseline,0,0,nan,nan,nan,nan
20,10,22.65174889564514,23.851749849319457,0.169976,-0.176231,baseline,0,0,nan,nan,nan,nan
21,10,23.883543729782104,25.083544921875,0.148119,-0.031671,baseline,0,0,nan,nan,nan,nan
22,10,25.083738088607788,26.283739280700683,0.282179,0.004825,baseline,0,0,nan,nan,nan,nan
23,10,26.266738653182983,27.466739845275878,0.236039,-0.021224,baseline,0,0,nan,nan,nan,nan
24,10,27.483970880508423,28.68397374153137,0.214225,0.043814,baseline,0,0,nan,nan,nan,nan
25,10,28.684056758880615,29.884059381484985,0.122009,-0.036559,baseline,0,0,nan,nan,nan,nan
26,10,29.883882999420166,31.083885622024535,0.360913,-0.066784,baseline,0,0,nan,nan,nan,nan
27,10,31.101410150527954,32.301413011550906,0.56319,-0.010176,feedback,0,0,False,0.0,0.3333333333333333,-0.3333333333333333
28,10,32.28469371795654,33.484696578979495,0.695071,0.098829,feedback,0,0,False,0.05652596927039628,0.3333333333333333,-0.3333333333333333
29,10,33.51693058013916,34.71693153381348,0.996743,0.168381,feedback,0,0,False,0.11779091003210558,0.3333333333333333,-0.3333333333333333
30,10,34.700605154037476,35.900606107711795,1.048982,0.253324,feedback,0,0,False,0.19945596334319088,0.3333333333333333,-0.3333333333333333
31,10,35.934295415878296,37.134296607971194,0.994443,0.330584,feedback,0,0,False,0.2812112577313412,0.3333333333333333,-0.3333333333333333
32,10,37.12074565887451,38.32074708938599,1.289855,0.34678,feedback,1,0,False,0.0,0.3333333333333333,-0.3333333333333333
33,10,38.35148596763611,39.55148859024048,1.118932,0.335756,feedback,1,0,False,0.0969026569896937,0.3333333333333333,-0.3333333333333333
34,10,39.55145764350891,40.75145907402039,1.360072,0.409183,feedback,1,0,False,0.17520046427652805,0.3333333333333333,-0.3333333333333333
35,10,40.75131154060364,41.95131249427796,1.458407,0.40275,feedback,1,0,False,0.27026533305847694,0.3333333333333333,-0.3333333333333333
36,10,41.93851399421692,43.13851518630982,1.396765,0.490515,feedback,2,0,False,0.0,0.3333333333333333,-0.3333333333333333
37,10,43.168856143951416,44.36886043548584,1.479287,0.470338,feedback,2,0,False,0.09311882182955751,0.3333333333333333,-0.3333333333333333
38,10,44.35141396522522,45.55141682624817,1.289649,0.385765,feedback,2,0,False,0.19258725938845847,0.3333333333333333,-0.3333333333333333
39,10,45.567890644073486,46.767891597747806,1.301079,0.441526,feedback,2,0,False,0.2842078932746532,0.3333333333333333,-0.3333333333333333
40,10,46.770315408706665,47.97031660079956,1.468956,0.474386,feedback,3,0,False,0.0,0.3333333333333333,-0.3333333333333333
41,10,47.98480987548828,49.184812498092654,1.533207,0.500135,feedback,3,0,False,0.10081286298263065,0.3333333333333333,-0.3333333333333333
42,10,49.167839765548706,50.36784238815308,1.494475,0.546376,feedback,3,0,False,0.2026594951967957,0.3333333333333333,-0.3333333333333333
43,10,50.3838529586792,51.58385367393494,1.53206,0.603145,feedback,3,0,False,0.29876190586770796,0.3333333333333333,-0.3333333333333333
44,10,51.603976011276245,52.80397815704346,1.40861,0.459766,feedback,4,0,False,0.0,0.3333333333333333,-0.3333333333333333
45,10,52.801098346710205,54.0010995388031,1.396703,0.442836,feedback,4,0,False,0.09486042046394356,0.3333333333333333,-0.3333333333333333
46,10,54.01780581474304,55.217808675765994,1.376969,0.474912,feedback,4,0,False,0.19154749445034228,0.3333333333333333,-0.3333333333333333
47,10,55.20044684410095,56.40044779777527,1.329034,0.478605,feedback,4,0,False,0.2804778570148225,0.3333333333333333,-0.3333333333333333
48,10,56.42008638381958,57.62008781433106,1.262085,0.368092,feedback,5,0,False,0.0,0.3333333333333333,-0.3333333333333333
49,10,57.634188652038574,58.83418960571289,1.21147,0.443776,feedback,5,0,False,0.0906180498269914,0.3333333333333333,-0.3333333333333333
50,10,58.817331314086914,60.01733250617981,1.11715,0.386625,feedback,5,0,False,0.166302076178515,0.3333333333333333,-0.3333333333333333
51,10,60.03463888168335,61.2346417427063,1.251907,0.399606,feedback,5,0,False,0.24035047571840312,0.3333333333333333,-0.3333333333333333
52,10,61.25042414665222,62.45042510032654,1.38953,0.356101,feedback,5,0,False,0.32674248827956853,0.3333333333333333,-0.3333333333333333
53,10,62.45384764671326,63.653848838806155,1.498792,0.503627,feedback,6,0,False,0.0,0.3333333333333333,-0.3333333333333333
54,10,63.651344537734985,64.8513454914093,1.428288,0.471806,feedback,6,0,False,0.09949134982252113,0.3333333333333333,-0.3333333333333333
55,10,64.85187244415283,66.05187363624573,1.529509,0.474163,feedback,6,0,False,0.19511537725610698,0.3333333333333333,-0.3333333333333333
56,10,66.06727623939514,67.26727743148804,1.636956,0.479695,feedback,6,0,False,0.30208869406363936,0.3333333333333333,-0.3333333333333333
57,10,67.27293014526367,68.47293157577515,1.637034,0.498002,feedback,7,0,False,0.0,0.3333333333333333,-0.3333333333333333
58,10,68.48463559150696,69.68463654518128,1.517099,0.610104,feedback,7,0,False,0.11545600304536828,0.3333333333333333,-0.3333333333333333
59,10,69.68371295928955,70.88371391296387,1.459381,0.581005,feedback,7,0,False,0.2061325811326977,0.3333333333333333,-0.3333333333333333
60,10,70.90027666091919,72.10027761459351,1.26613,0.328974,feedback,7,0,False,0.29516764084215114,0.3333333333333333,-0.3333333333333333
61,10,72.10389423370361,73.30389590263367,1.118427,0.391015,feedback,8,0,False,0.0,0.3333333333333333,-0.3333333333333333
62,10,73.28399133682251,74.48399229049683,1.119089,0.281403,feedback,8,0,False,0.07171277745614058,0.3333333333333333,-0.3333333333333333
63,10,74.50103974342346,75.70104093551636,1.043351,0.28153,feedback,8,0,False,0.15662336589181441,0.3333333333333333,-0.3333333333333333
64,10,75.71766209602356,76.91766495704651,1.027801,0.307018,feedback,8,0,False,0.2338440301892397,0.3333333333333333,-0.3333333333333333
65,10,76.91795754432678,78.11795873641968,1.07085,0.287524,feedback,8,0,False,0.30590411429501796,0.3333333333333333,-0.3333333333333333
66,10,78.13697290420532,79.3369743347168,1.060624,0.294373,feedback,9,0,False,0.0,0.3333333333333333,-0.3333333333333333
67,10,79.31719994544983,80.51720113754273,0.864281,0.427851,feedback,9,0,False,0.0755417664797188,0.3333333333333333,-0.3333333333333333
68,10,80.55023622512817,81.75023741722107,1.01384,0.450408,feedback,9,0,False,0.12038573603676563,0.3333333333333333,-0.3333333333333333
69,10,81.73360633850098,82.9336072921753,0.918906,0.320621,feedback,9,0,False,0.1759323500982164,0.3333333333333333,-0.3333333333333333
